DATE,TN,T_WA
2019-08-28,76.0,76.0
2019-08-29,77.0,77.0
2019-08-30,72.0,72.0
2019-08-31,73.0,73.0
2019-09-01,77.0,77.0
2019-09-02,78.0,78.0
2019-09-03,79.0,79.0
2019-09-04,81.0,81.0
2019-09-05,81.0,81.0
2019-09-06,79.0,79.0
2019-09-07,75.0,75.0
2019-09-08,79.0,79.0
2019-09-09,77.0,77.0
2019-09-10,79.0,79.0
2019-09-11,82.0,82.0
2019-09-12,82.0,82.0
2019-09-13,83.0,83.0
2019-09-14,84.0,84.0
2019-09-15,82.0,82.0
2019-09-16,80.0,80.0
2019-09-17,79.0,79.0
2019-09-18,82.0,82.0
2019-09-19,81.0,81.0
2019-09-20,77.0,77.0
2019-09-21,76.0,76.0
2019-09-22,76.0,76.0
2019-09-23,75.0,75.0
2019-09-24,72.0,72.0
2019-09-25,74.0,74.0
2019-09-26,73.0,73.0
2019-09-27,78.0,78.0
2019-09-28,80.0,80.0
2019-09-29,81.0,81.0
2019-09-30,82.0,82.0
2019-10-01,83.0,83.0
2019-10-02,84.0,84.0
2019-10-03,83.0,83.0
2019-10-04,82.0,82.0
2019-10-05,78.0,78.0
2019-10-06,77.0,77.0
2019-10-07,71.0,71.0
2019-10-08,65.0,65.0
2019-10-09,68.0,68.0
2019-10-10,68.0,68.0
2019-10-11,70.0,70.0
2019-10-12,71.0,71.0
2019-10-13,58.0,58.0
2019-10-14,57.0,57.0
2019-10-15,58.0,58.0
2019-10-16,60.0,60.0
2019-10-17,58.0,58.0
2019-10-18,51.0,51.0
2019-10-19,54.0,54.0
2019-10-20,51.0,51.0
2019-10-21,62.0,62.0
2019-10-22,64.0,64.0
2019-10-23,60.0,60.0
2019-10-24,54.0,54.0
2019-10-25,54.0,54.0
2019-10-26,55.0,55.0
2019-10-27,64.0,64.0
2019-10-28,61.0,61.0
2019-10-29,63.0,63.0
2019-10-30,63.0,63.0
2019-10-31,63.0,63.0
2019-11-01,56.0,56.0
2019-11-02,42.0,42.0
2019-11-03,46.0,46.0
2019-11-04,44.0,44.0
2019-11-05,45.0,45.0
2019-11-06,53.0,53.0
2019-11-07,54.0,54.0
2019-11-08,51.0,51.0
2019-11-09,38.0,38.0
2019-11-10,41.0,41.0
2019-11-11,50.0,50.0
2019-11-12,53.0,53.0
2019-11-13,37.0,37.0
2019-11-14,32.0,32.0
2019-11-15,39.0,39.0
2019-11-16,47.0,47.0
2019-11-17,44.0,44.0
2019-11-18,47.0,47.0
2019-11-19,49.0,49.0
2019-11-20,45.0,45.0
2019-11-21,48.0,48.0
2019-11-22,51.0,51.0
2019-11-23,54.0,54.0
2019-11-24,53.0,53.0
2019-11-25,42.0,42.0
2019-11-26,43.0,43.0
2019-11-27,44.0,44.0
2019-11-28,54.0,54.0
2019-11-29,45.0,45.0
2019-11-30,50.0,50.0
2019-12-01,51.0,51.0
2019-12-02,53.0,53.0
2019-12-03,40.0,40.0
2019-12-04,39.0,39.0
2019-12-05,44.0,44.0
2019-12-06,45.0,45.0
2019-12-07,45.0,45.0
2019-12-08,48.0,48.0
2019-12-09,48.0,48.0
2019-12-10,54.0,54.0
2019-12-11,46.0,46.0
2019-12-12,34.0,34.0
2019-12-13,38.0,38.0
2019-12-14,43.0,43.0
2019-12-15,47.0,47.0
2019-12-16,47.0,47.0
2019-12-17,61.0,61.0
2019-12-18,45.0,45.0
2019-12-19,35.0,35.0
2019-12-20,35.0,35.0
2019-12-21,38.0,38.0
2019-12-22,43.0,43.0
2019-12-23,45.0,45.0
2019-12-24,53.0,53.0
2019-12-25,53.0,53.0
2019-12-26,48.0,48.0
2019-12-27,52.0,52.0
2019-12-28,51.0,51.0
2019-12-29,57.0,57.0
2019-12-30,61.0,61.0
2019-12-31,62.0,62.0
2020-01-01,42.25,42.25
2020-01-02,41.0,41.0
2020-01-03,44.5,44.5
2020-01-04,52.5,52.5
2020-01-05,43.0,43.0
2020-01-06,42.5,42.5
2020-01-07,43.75,43.75
2020-01-08,43.5,43.5
2020-01-09,45.25,45.25
2020-01-10,49.0,49.0
2020-01-11,60.0,60.0
2020-01-12,59.75,59.75
2020-01-13,45.75,45.75
2020-01-14,47.5,47.5
2020-01-15,57.0,57.0
2020-01-16,62.0,62.0
2020-01-17,49.5,49.5
2020-01-18,42.75,42.75
2020-01-19,48.75,48.75
2020-01-20,35.5,35.5
2020-01-21,25.25,25.25
2020-01-22,28.75,28.75
2020-01-23,32.25,32.25
2020-01-24,40.0,40.0
2020-01-25,44.25,44.25
2020-01-26,39.75,39.75
2020-01-27,41.25,41.25
2020-01-28,44.75,44.75
2020-01-29,43.0,43.0
2020-01-30,43.5,43.5
2020-01-31,44.75,44.75
2020-02-01,44.0,44.0
2020-02-02,43.33333333333334,43.333333333333336
2020-02-03,52.0,52.0
2020-02-04,57.66666666666666,57.666666666666664
2020-02-05,54.66666666666666,54.666666666666664
2020-02-06,47.66666666666666,47.666666666666664
2020-02-07,42.66666666666666,42.666666666666664
2020-02-08,38.0,38.0
2020-02-09,38.0,38.0
2020-02-10,50.33333333333334,50.333333333333336
2020-02-11,49.66666666666666,49.666666666666664
2020-02-12,45.33333333333334,45.333333333333336
2020-02-13,49.33333333333334,49.333333333333336
2020-02-14,41.0,41.0
2020-02-15,29.66666666666667,29.666666666666668
2020-02-16,39.0,39.0
2020-02-17,48.66666666666666,48.666666666666664
2020-02-18,49.0,49.0
2020-02-19,49.66666666666666,49.666666666666664
2020-02-20,44.33333333333334,44.333333333333336
2020-02-21,36.66666666666666,36.66666666666666
2020-02-22,33.0,33.0
2020-02-23,36.333333333333336,36.333333333333336
2020-02-24,44.66666666666666,44.666666666666664
2020-02-25,48.33333333333334,48.333333333333336
2020-02-26,49.33333333333334,49.333333333333336
2020-02-27,40.66666666666666,40.666666666666664
2020-02-28,36.333333333333336,36.333333333333336
2020-02-29,42.0,42.0
2020-03-01,41.333333333333336,41.333333333333336
2020-03-02,48.75,48.75
2020-03-03,54.5,54.5
2020-03-04,58.0,58.0
2020-03-05,53.25,53.25
2020-03-06,54.0,54.0
2020-03-07,44.75,44.75
2020-03-08,43.5,43.5
2020-03-09,49.25,49.25
2020-03-10,56.5,56.5
2020-03-11,55.5,55.5
2020-03-12,56.25,56.25
2020-03-13,62.0,62.0
2020-03-14,59.25,59.25
2020-03-15,53.25,53.25
2020-03-16,47.25,47.25
2020-03-17,49.25,49.25
2020-03-18,54.75,54.75
2020-03-19,62.25,62.25
2020-03-20,70.0,70.0
2020-03-21,62.0,62.0
2020-03-22,50.25,50.25
2020-03-23,49.75,49.75
2020-03-24,55.0,55.0
2020-03-25,56.25,56.25
2020-03-26,56.0,56.0
2020-03-27,62.5,62.5
2020-03-28,72.0,72.0
2020-03-29,72.25,72.25
2020-03-30,64.5,64.5
2020-03-31,57.25,57.25
2020-04-01,51.0,51.0
2020-04-02,50.25,50.25
2020-04-03,55.25,55.25
2020-04-04,58.0,58.0
2020-04-05,61.0,61.0
2020-04-06,62.75,62.75
2020-04-07,66.0,66.0
2020-04-08,68.0,68.0
2020-04-09,72.0,72.0
2020-04-10,62.25,62.25
2020-04-11,48.5,48.5
2020-04-12,52.5,52.5
2020-04-13,57.25,57.25
2020-04-14,53.25,53.25
